Título,Resumen,Calificación,Cook Time,Servings,Ingredientes
Air Fryer Eggplant Parmesan Recipe,"These air fryer eggplant Parmesan rounds are oil-free, yet they are crispy and crunchy. All thanks to an air fryer! They are good eaten right out of the air fryer or topped with marinara sauce and mozzarella cheese. Either way, they are delicious.",4.7,20 mins,4,"[{'cantidad': '½', 'unidad': 'cup', 'nombre': 'Italian bread crumbs'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'freshly grated Parmesan cheese'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'Italian seasoning'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'dried basil'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'garlic powder'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'onion powder'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'freshly ground black pepper'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'flour'}, {'cantidad': '2', 'unidad': 'large', 'nombre': 'eggs, beaten'}, {'cantidad': '1', 'unidad': 'medium', 'nombre': 'eggplant, sliced into 1/2-inch rounds'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'marinara sauce, or more to taste'}, {'cantidad': '8', 'unidad': 'slices', 'nombre': 'mozzarella cheese, or as needed'}]"
Banana Bread Pancakes,"If you're a fan of our banana bread, then you're gonna love this, since it's based on that recipe. As easy as that is to make, these are even easier. I really think that this threads the needle between something that has the flavor of banana bread, but that is very close to the texture of a classic pancake. Top with butter and banana slices and serve with warm maple syrup.",4.6,20 mins,3,"[{'cantidad': '1 ¼', 'unidad': 'cups', 'nombre': 'all-purpose flour'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'kosher salt'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'baking powder'}, {'cantidad': '¼', 'unidad': 'teaspoon', 'nombre': 'baking soda'}, {'cantidad': '1', 'unidad': 'large', 'nombre': 'ripe banana'}, {'cantidad': '1', 'unidad': 'large', 'nombre': 'egg'}, {'cantidad': '⅓', 'unidad': 'cup', 'nombre': 'white sugar'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'milk'}, {'cantidad': '¼', 'unidad': 'teaspoon', 'nombre': 'vanilla extract'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'unsalted butter, melted'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'finely chopped walnuts'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'unsalted butter, or as needed'}]"
Chef John's Chicken Paprikash,"After many, many requests, I'm excited to be sharing what is my second favorite Hungarian dish of all time. I really love making anything Hungarian, since the recipes tend to be simple and easy to make, as well as comforting and delicious, and the names are never not fun to say. Top with extra sour cream and freshly sliced chives on top.",4.8,1 hr 25 mins,8,"[{'cantidad': '8', 'unidad': '(5 ounce)', 'nombre': 'bone-in, skin-on chicken thighs'}, {'cantidad': '', 'unidad': '', 'nombre': 'salt to taste'}, {'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'olive oil'}, {'cantidad': '2', 'unidad': 'medium', 'nombre': 'yellow onions, diced'}, {'cantidad': '3', 'unidad': 'cloves', 'nombre': 'garlic, minced'}, {'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'tomato paste'}, {'cantidad': '4', 'unidad': 'teaspoons', 'nombre': 'all-purpose flour'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'kosher salt, or to taste'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'freshly ground black pepper'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'smoked paprika'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'sweet Hungarian paprika'}, {'cantidad': '1', 'unidad': 'pinch', 'nombre': 'cayenne pepper'}, {'cantidad': '2', 'unidad': 'cups', 'nombre': 'chicken broth'}, {'cantidad': '⅔', 'unidad': 'cup', 'nombre': 'sour cream, room temperature'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'heavy whipping cream'}]"
Rosemary Turkey Meatloaf Recipe,This is a delicious alternative to the usual meatloaf.,3.8,1 hr,8,"[{'cantidad': '1 ½', 'unidad': 'pounds', 'nombre': 'ground turkey'}, {'cantidad': '2', 'unidad': 'cups', 'nombre': 'dry bread crumbs'}, {'cantidad': '1', 'unidad': '', 'nombre': 'onion, chopped'}, {'cantidad': '1', 'unidad': '', 'nombre': 'egg, beaten'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'milk'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'balsamic vinegar'}, {'cantidad': '1', 'unidad': 'clove', 'nombre': 'garlic, minced'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'pepper'}, {'cantidad': '1 ½', 'unidad': 'tablespoons', 'nombre': 'chopped fresh rosemary'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'canned tomato sauce'}, {'cantidad': '¾', 'unidad': 'cup', 'nombre': 'brown sugar'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'Dijon mustard'}]"
Maple Banana Bread Recipe,"This is a different banana bread, sweetened with maple syrup. It's my absolute favorite banana bread. I'm sure you will love it this version.",4.2,50 mins,12,"[{'cantidad': '½', 'unidad': 'cup', 'nombre': 'butter, melted'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'maple syrup'}, {'cantidad': '1', 'unidad': '', 'nombre': 'egg'}, {'cantidad': '2', 'unidad': '', 'nombre': 'ripe bananas'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'maple extract'}, {'cantidad': '3', 'unidad': 'tablespoons', 'nombre': 'milk'}, {'cantidad': '2', 'unidad': 'cups', 'nombre': 'all-purpose flour'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'baking soda'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'baking powder'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'chopped walnuts'}, {'cantidad': '3', 'unidad': 'tablespoons', 'nombre': 'white sugar'}]"
All Protein Meatloaf Recipe,"This protein-packed meatloaf is a great alternative for people on high-protein low-carb diets. It tastes delicious, and one serving keeps you full for hours! Great with a salad!",3.8,35 mins,8,"[{'cantidad': '1 ½', 'unidad': 'pounds', 'nombre': 'ground beef'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'Worcestershire sauce'}, {'cantidad': '1', 'unidad': '(4 ounce) can', 'nombre': 'tomato sauce'}, {'cantidad': '⅓', 'unidad': 'cup', 'nombre': 'crushed fried pork skins'}, {'cantidad': '2', 'unidad': '', 'nombre': 'eggs'}, {'cantidad': '2 ½', 'unidad': 'tablespoons', 'nombre': 'chili powder'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'garlic salt'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'garlic pepper seasoning'}]"
Meatloaf Cordon Bleu Recipe,"This beef meatloaf cordon bleu is a recipe that my grandmother handed down to me, and now it is a family favorite! My kids love it as well as everyone that has tried it.",4.3,1 hr 15 mins,8,"[{'cantidad': '2', 'unidad': 'pounds', 'nombre': 'extra-lean ground beef'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'Italian seasoned bread crumbs'}, {'cantidad': '1', 'unidad': 'small', 'nombre': 'onion, chopped'}, {'cantidad': '2', 'unidad': '', 'nombre': 'eggs, beaten'}, {'cantidad': '⅛', 'unidad': 'teaspoon', 'nombre': 'garlic powder'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'pepper'}, {'cantidad': '4', 'unidad': 'ounces', 'nombre': 'thinly sliced cooked ham'}, {'cantidad': '4', 'unidad': 'ounces', 'nombre': 'provolone cheese, sliced'}]"
Zesty Chicken Meatloaf Recipe,This chicken meatloaf is a nice change of pace from the usual meatloaf.,4.2,1 hr,8,"[{'cantidad': '1', 'unidad': 'pound', 'nombre': 'ground chicken'}, {'cantidad': '2', 'unidad': '', 'nombre': 'eggs'}, {'cantidad': '1 ½', 'unidad': 'cups', 'nombre': 'bread crumbs'}, {'cantidad': '3', 'unidad': 'tablespoons', 'nombre': 'salsa'}, {'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'ranch-style salad dressing'}, {'cantidad': '1', 'unidad': '(1.25 ounce) package', 'nombre': 'taco seasoning mix'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'shredded Cheddar cheese'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'sour cream'}]"
Baked Garlic Parmesan Chicken Recipe,"Breaded chicken breasts flavored with garlic and Parmesan cheese are baked until golden and crispy for the easiest chicken dish ever. Serve with a salad and pasta for a quick, scrumptious dinner.",4.4,30 mins,6,"[{'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'olive oil'}, {'cantidad': '1', 'unidad': 'clove', 'nombre': 'garlic, minced'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'dry bread crumbs'}, {'cantidad': '⅔', 'unidad': 'cup', 'nombre': 'grated Parmesan cheese'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'dried basil leaves'}, {'cantidad': '¼', 'unidad': 'teaspoon', 'nombre': 'ground black pepper'}, {'cantidad': '6', 'unidad': '', 'nombre': 'skinless, boneless chicken breast halves'}]"
Orange Chicken Recipe,"This orange chicken recipe is sticky, sweet, and delicious. It tastes similar to the orange chicken from a popular Chinese restaurant in the mall! It's easier to make than you think for delicious takeout at home.",4.6,20 mins,4,"[{'cantidad': '1 ½', 'unidad': 'cups', 'nombre': 'water'}, {'cantidad': '⅓', 'unidad': 'cup', 'nombre': 'rice vinegar'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'lemon juice'}, {'cantidad': '2 ½', 'unidad': 'tablespoons', 'nombre': 'soy sauce'}, {'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'orange juice'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'packed brown sugar'}, {'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'chopped green onion'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'grated orange zest'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'minced fresh ginger root'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'minced garlic'}, {'cantidad': '¼', 'unidad': 'teaspoon', 'nombre': 'red pepper flakes'}, {'cantidad': '3', 'unidad': 'tablespoons', 'nombre': 'cornstarch'}, {'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'water'}]"
Banana Bread Recipe,This banana bread recipe is our family favorite.,4.7,1 hr,16,"[{'cantidad': '1 ½', 'unidad': 'cups', 'nombre': 'all-purpose flour'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'white sugar'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'baking soda'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'butter, melted'}, {'cantidad': '2', 'unidad': '', 'nombre': 'eggs, beaten'}, {'cantidad': '3', 'unidad': '', 'nombre': 'bananas, mashed'}]"
Buffalo Chicken Dip Recipe,"This tangy, creamy Buffalo chicken dip tastes just like Buffalo chicken wings! Perfect for parties and game day, this chicken dip is best served hot with crackers and celery sticks. Everyone loves the results!",4.8,40 mins,20,"[{'cantidad': '2', 'unidad': '(10 ounce) cans', 'nombre': 'chunk chicken, drained'}, {'cantidad': '¾', 'unidad': 'cup', 'nombre': ""hot pepper sauce (such as Frank's RedHot)""}, {'cantidad': '2', 'unidad': '(8 ounce) packages', 'nombre': 'cream cheese, softened'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'ranch dressing'}, {'cantidad': '1 ½', 'unidad': 'cups', 'nombre': 'shredded Cheddar cheese'}, {'cantidad': '1', 'unidad': 'bunch', 'nombre': 'celery, cut into 4-inch pieces'}, {'cantidad': '1', 'unidad': '(8 ounce) box', 'nombre': 'chicken-flavored crackers'}]"
Banana Bread - Quick Bread for Machines Recipe,"This bread machine banana bread is quick and easy to make using the Dough setting for mixing, then Bake with the control set to light.",4.2,50 mins,10,"[{'cantidad': '2', 'unidad': '', 'nombre': 'bananas, peeled and halved lengthwise'}, {'cantidad': '2', 'unidad': 'cups', 'nombre': 'all-purpose flour'}, {'cantidad': '¾', 'unidad': 'cup', 'nombre': 'white sugar'}, {'cantidad': '2', 'unidad': 'large', 'nombre': 'eggs'}, {'cantidad': '3', 'unidad': 'tablespoons', 'nombre': 'vegetable oil'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'baking powder'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'baking soda'}]"
Chicken Katsu Recipe,Chicken katsu is Japanese-style fried chicken. This is my family recipe and can also be used to make tonkatsu by using pork cutlets instead of chicken. Serve with white rice and tonkatsu sauce.,4.7,10 mins,4,"[{'cantidad': '4', 'unidad': '', 'nombre': 'skinless, boneless chicken breast halves - pounded to ½-inch thickness'}, {'cantidad': '', 'unidad': '', 'nombre': 'salt and pepper to taste'}, {'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'all-purpose flour'}, {'cantidad': '1', 'unidad': '', 'nombre': 'egg, beaten'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'panko bread crumbs'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'oil for frying, or as needed'}]"
Skillet Meatloaf Recipe,A very easy to prepare meatloaf that is always very juicy and flavorful.,4.3,35 mins,6,"[{'cantidad': '1', 'unidad': '(10.75 ounce) can', 'nombre': 'condensed tomato soup, divided'}, {'cantidad': '1 ½', 'unidad': 'pounds', 'nombre': 'ground beef'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'dry bread crumbs'}, {'cantidad': '1', 'unidad': '', 'nombre': 'egg, lightly beaten'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'chopped onion'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'pepper'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'water'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'prepared yellow mustard'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'shredded mozzarella cheese'}]"
Best Meatloaf Recipe,"This is the best meatloaf recipe ever and comes complete with a yummy glaze. It will knock your socks off! My mom never made meatloaf when I was growing up so when I moved out on my own, I started experimenting with different recipes and this is my best creation.",4.5,1 hr 10 mins,12,"[{'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'butter'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'minced onion'}, {'cantidad': '2', 'unidad': 'cloves', 'nombre': 'garlic, minced'}, {'cantidad': '1 ½', 'unidad': 'teaspoons', 'nombre': 'salt'}, {'cantidad': '1 ½', 'unidad': 'teaspoons', 'nombre': 'freshly ground black pepper'}, {'cantidad': '2', 'unidad': 'pounds', 'nombre': 'extra-lean ground beef'}, {'cantidad': '3', 'unidad': 'slices', 'nombre': 'bread, toasted and crumbled'}, {'cantidad': '7', 'unidad': '', 'nombre': 'buttery round crackers, crushed'}, {'cantidad': '1', 'unidad': '', 'nombre': 'egg, lightly beaten'}, {'cantidad': '3 ½', 'unidad': 'tablespoons', 'nombre': 'sour cream'}, {'cantidad': '1 ½', 'unidad': 'tablespoons', 'nombre': 'Worcestershire sauce'}, {'cantidad': '1', 'unidad': '(15 ounce) can', 'nombre': 'tomato sauce, divided'}, {'cantidad': '¼', 'unidad': 'cup', 'nombre': 'milk, or as needed (Optional)'}, {'cantidad': '3', 'unidad': 'tablespoons', 'nombre': 'ketchup'}]"
Easy Cheesy Lasagna Recipe,"This easy cheesy lasagna recipe is a simple lasagna that takes about half the effort of traditional versions. I always make extra for leftovers, but the more I cook, the more they eat! Serve with garlic toast and salad.",4.7,1 hr 20 mins,10,"[{'cantidad': '1', 'unidad': 'pound', 'nombre': 'ground beef'}, {'cantidad': '1', 'unidad': 'pound', 'nombre': 'bulk Italian sausage'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'sliced black olives'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'warm water'}, {'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'minced garlic'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'dried oregano'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'dried onion flakes'}, {'cantidad': '2', 'unidad': 'teaspoons', 'nombre': 'garlic powder'}, {'cantidad': '2', 'unidad': 'teaspoons', 'nombre': 'ground black pepper'}, {'cantidad': '1 ½', 'unidad': 'teaspoons', 'nombre': 'dried sage'}, {'cantidad': '1', 'unidad': 'pinch', 'nombre': 'dry basil'}, {'cantidad': '2', 'unidad': '(14 ounce) jars', 'nombre': 'marinara sauce'}, {'cantidad': '1', 'unidad': '(16 ounce) package', 'nombre': 'lasagna noodles'}, {'cantidad': '8', 'unidad': 'ounces', 'nombre': 'ricotta cheese'}, {'cantidad': '1', 'unidad': 'pound', 'nombre': 'mozzarella cheese, shredded'}]"
Meatloaf that Doesn't Crumble Recipe,I have tried and tried meatloaf recipes they all fall apart before you get them out of the pan. This meatloaf is very good and sticks together to be served. Leftover meatloaf makes wonderful sandwiches with mayonnaise.,4.6,2 hrs,10,"[{'cantidad': '1', 'unidad': '', 'nombre': 'green bell pepper, seeded and cubed'}, {'cantidad': '1', 'unidad': 'medium', 'nombre': 'onion, roughly chopped'}, {'cantidad': '3', 'unidad': 'small stalks', 'nombre': 'celery'}, {'cantidad': '1 ¼', 'unidad': 'pounds', 'nombre': 'ground beef'}, {'cantidad': '1', 'unidad': 'pound', 'nombre': 'mild pork sausage'}, {'cantidad': '1 ½', 'unidad': 'cups', 'nombre': 'cracker crumbs'}, {'cantidad': '1', 'unidad': '(1 ounce) envelope', 'nombre': 'dry onion soup mix'}, {'cantidad': '¼', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '¼', 'unidad': 'teaspoon', 'nombre': 'ground black pepper'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'dried sage'}, {'cantidad': '1 ½', 'unidad': 'cups', 'nombre': 'milk'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'ketchup'}]"
Virgin Mary Smoothies,"Whirl up a virgin version of your favorite cocktail in smoothie form! Garnish with celery stalks, carrot sticks, and/or lime slices.",3.0,Sin tiempo de cocción,4,"[{'cantidad': '1', 'unidad': '(28 ounce) can', 'nombre': 'whole peeled tomatoes'}, {'cantidad': '1', 'unidad': 'stalk', 'nombre': 'celery, sliced'}, {'cantidad': '1', 'unidad': 'medium', 'nombre': 'carrot, sliced'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'Worcestershire sauce'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'prepared horseradish, or more to taste'}, {'cantidad': '¼', 'unidad': 'teaspoon', 'nombre': 'hot sauce'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'ice cubes'}]"
Smoothies with a Boost Recipe,Look for kefir—a drinkable yogurt—in the refrigerated section near the milk and yogurt or in the specialty health sections of larger grocery stores.,5.0,Sin tiempo de cocción,2,"[{'cantidad': '½', 'unidad': 'cup', 'nombre': 'kefir'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'cold brewed tea'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'frozen banana slices'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'frozen sliced strawberries'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'matcha powder'}]"
Chicken Cordon Bleu Recipe,This entree is easy and delicious! It's one of my husband's favorites! Try to use the largest chicken breasts you can find so you'll be able to roll them easier.,4.6,35 mins,4,"[{'cantidad': '', 'unidad': '', 'nombre': 'nonstick cooking spray'}, {'cantidad': '4', 'unidad': '', 'nombre': 'skinless, boneless chicken breast halves'}, {'cantidad': '¼', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '⅛', 'unidad': 'teaspoon', 'nombre': 'ground black pepper'}, {'cantidad': '6', 'unidad': 'slices', 'nombre': 'Swiss cheese'}, {'cantidad': '4', 'unidad': 'slices', 'nombre': 'cooked ham'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'seasoned bread crumbs'}]"
Garlic Chicken Fried Chicken Recipe,"This actually uses my breading for Chicken Fried Steak---my husband suggested we try it with chicken breasts, and it was delicious!",4.6,15 mins,4,"[{'cantidad': '2', 'unidad': 'teaspoons', 'nombre': 'garlic powder, or to taste'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'ground black pepper'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'paprika'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'seasoned bread crumbs'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'all-purpose flour'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'milk'}, {'cantidad': '1', 'unidad': '', 'nombre': 'egg'}, {'cantidad': '4', 'unidad': '', 'nombre': 'skinless, boneless chicken breast halves - pounded thin'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'oil for frying, or as needed'}]"
Southern Fried Chicken Recipe,This Southern fried chicken recipe is originally from Alabama and has been passed down for generations.,4.7,20 mins,4,"[{'cantidad': '1', 'unidad': 'cup', 'nombre': 'all-purpose flour'}, {'cantidad': '2', 'unidad': 'teaspoons', 'nombre': 'paprika'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'ground black pepper'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'garlic powder'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'onion powder'}, {'cantidad': '1/2', 'unidad': 'teaspoon', 'nombre': 'cayenne pepper (Optional)'}, {'cantidad': '1', 'unidad': '(3 pound)', 'nombre': 'whole chicken, cut into pieces'}, {'cantidad': '', 'unidad': '', 'nombre': 'vegetable oil for frying'}]"
Chicken Enchiladas Recipe,"This chicken enchilada recipe is easy to make with tortillas, tender chicken, and a deliciously cheesy sauce for a family-pleasing Mexican meal.",4.5,35 mins,8,"[{'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'olive oil, or as needed'}, {'cantidad': '4', 'unidad': '', 'nombre': 'skinless, boneless chicken breast halves'}, {'cantidad': '1', 'unidad': '', 'nombre': 'onion, chopped'}, {'cantidad': '1 ¾', 'unidad': 'cups', 'nombre': 'shredded Cheddar cheese, divided'}, {'cantidad': '½', 'unidad': 'pint', 'nombre': 'sour cream'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'dried parsley'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'dried oregano'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'ground black pepper'}, {'cantidad': '1', 'unidad': '(15 ounce) can', 'nombre': 'tomato sauce'}, {'cantidad': '⅓', 'unidad': 'cup', 'nombre': 'chopped green bell pepper'}, {'cantidad': '1', 'unidad': 'clove', 'nombre': 'garlic, minced'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'chili powder'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'salt (Optional)'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'water (Optional)'}, {'cantidad': '8', 'unidad': '(10 inch)', 'nombre': 'flour tortillas'}, {'cantidad': '1', 'unidad': '(12 ounce) jar', 'nombre': 'taco sauce'}]"
White Cheese Chicken Lasagna Recipe,Chicken lasagna with spinach and a creamy white cheese sauce. Great for any kind of potluck. My kids love it!,4.4,50 mins,12,"[{'cantidad': '9', 'unidad': '', 'nombre': 'lasagna noodles'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'butter'}, {'cantidad': '1', 'unidad': '', 'nombre': 'onion, chopped'}, {'cantidad': '1', 'unidad': 'clove', 'nombre': 'garlic, minced'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'all-purpose flour'}, {'cantidad': '2', 'unidad': 'cups', 'nombre': 'chicken broth'}, {'cantidad': '1 ½', 'unidad': 'cups', 'nombre': 'milk'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'salt'}, {'cantidad': '4', 'unidad': 'cups', 'nombre': 'shredded mozzarella cheese, divided'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'grated Parmesan cheese, divided'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'dried basil'}, {'cantidad': '1', 'unidad': 'teaspoon', 'nombre': 'dried oregano'}, {'cantidad': '½', 'unidad': 'teaspoon', 'nombre': 'ground black pepper'}, {'cantidad': '2', 'unidad': 'cups', 'nombre': 'ricotta cheese'}, {'cantidad': '2', 'unidad': 'cups', 'nombre': 'cubed, cooked chicken meat'}, {'cantidad': '2', 'unidad': '(10 ounce) packages', 'nombre': 'frozen chopped spinach, thawed and drained'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'chopped fresh parsley'}]"
Broccoli Chicken Divan Recipe,Chicken Divan with broccoli is a quick and easy casserole that's sure to be a hit with the family!,4.4,20 mins,6,"[{'cantidad': '1', 'unidad': 'pound', 'nombre': 'chopped fresh broccoli'}, {'cantidad': '1 ½', 'unidad': 'cups', 'nombre': 'cubed, cooked chicken meat'}, {'cantidad': '1', 'unidad': '(10.5 ounce) can', 'nombre': 'condensed cream of broccoli soup'}, {'cantidad': '⅓', 'unidad': 'cup', 'nombre': 'milk'}, {'cantidad': '½', 'unidad': 'cup', 'nombre': 'shredded Cheddar cheese'}, {'cantidad': '2', 'unidad': 'tablespoons', 'nombre': 'dried bread crumbs'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'butter, melted'}]"
Broccoli Chicken Casserole Recipe,"A deliciously creamy chicken, broccoli, and stuffing casserole with shredded chicken and tender broccoli in a cheesy mushroom sauce. Use your favorite stuffing mix to sprinkle over top for a crunchy, flavorful topping. Use leftover chicken or turkey to speed up prep time even more.",4.2,40 mins,4,"[{'cantidad': '4', 'unidad': '(5 ounce)', 'nombre': 'skinless, boneless chicken breast halves'}, {'cantidad': '1', 'unidad': '(10.5 ounce) can', 'nombre': 'condensed cream of mushroom soup (such as Campbell’s)'}, {'cantidad': '1', 'unidad': 'tablespoon', 'nombre': 'mayonnaise'}, {'cantidad': '1', 'unidad': 'pound', 'nombre': 'broccoli florets, cooked'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'shredded Cheddar cheese'}, {'cantidad': '1', 'unidad': 'cup', 'nombre': 'dry stuffing mix'}]"
